Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits
2023-07-11 01:23:00+00:00,30460.732421875,30460.732421875,30460.732421875,30460.732421875,0,0.0,0.0
2023-07-11 01:24:00+00:00,30463.083984375,30463.083984375,30463.083984375,30463.083984375,0,0.0,0.0
2023-07-11 01:25:00+00:00,30471.076171875,30471.076171875,30471.076171875,30471.076171875,0,0.0,0.0
2023-07-11 01:27:00+00:00,30481.962890625,30481.962890625,30481.962890625,30481.962890625,1093632,0.0,0.0
2023-07-11 01:28:00+00:00,30488.931640625,30488.931640625,30488.931640625,30488.931640625,4816896,0.0,0.0
2023-07-11 01:30:00+00:00,30487.951171875,30487.951171875,30487.951171875,30487.951171875,6430720,0.0,0.0
2023-07-11 01:31:00+00:00,30493.810546875,30493.810546875,30493.810546875,30493.810546875,12903424,0.0,0.0
2023-07-11 01:32:00+00:00,30523.525390625,30523.525390625,30523.525390625,30523.525390625,0,0.0,0.0
2023-07-11 01:33:00+00:00,30528.10546875,30528.10546875,30528.10546875,30528.10546875,14595072,0.0,0.0
2023-07-11 01:34:00+00:00,30517.7890625,30517.7890625,30517.7890625,30517.7890625,17502208,0.0,0.0
2023-07-11 01:35:00+00:00,30517.5,30517.5,30517.5,30517.5,326656,0.0,0.0
2023-07-11 01:36:00+00:00,30509.611328125,30509.611328125,30509.611328125,30509.611328125,0,0.0,0.0
2023-07-11 01:37:00+00:00,30517.470703125,30517.470703125,30517.470703125,30517.470703125,10783744,0.0,0.0
2023-07-11 01:39:00+00:00,30520.37890625,30520.37890625,30520.37890625,30520.37890625,1278976,0.0,0.0
2023-07-11 01:40:00+00:00,30514.31640625,30514.31640625,30514.31640625,30514.31640625,6909952,0.0,0.0
2023-07-11 01:42:00+00:00,30527.65234375,30527.65234375,30527.65234375,30527.65234375,1146880,0.0,0.0
2023-07-11 01:43:00+00:00,30531.373046875,30531.373046875,30531.373046875,30531.373046875,8110080,0.0,0.0
2023-07-11 01:45:00+00:00,30527.103515625,30527.103515625,30527.103515625,30527.103515625,2042880,0.0,0.0
2023-07-11 01:46:00+00:00,30532.41796875,30532.41796875,30532.41796875,30532.41796875,956416,0.0,0.0
2023-07-11 01:47:00+00:00,30533.552734375,30533.552734375,30533.552734375,30533.552734375,2589696,0.0,0.0
2023-07-11 01:48:00+00:00,30551.005859375,30551.005859375,30551.005859375,30551.005859375,1581056,0.0,0.0
2023-07-11 01:49:00+00:00,30554.39453125,30554.39453125,30554.39453125,30554.39453125,13086720,0.0,0.0
2023-07-11 01:51:00+00:00,30559.751953125,30559.751953125,30559.751953125,30559.751953125,1230848,0.0,0.0
2023-07-11 01:52:00+00:00,30570.548828125,30570.548828125,30570.548828125,30570.548828125,12648448,0.0,0.0
2023-07-11 01:54:00+00:00,30572.36328125,30572.36328125,30572.36328125,30572.36328125,3783680,0.0,0.0
2023-07-11 01:55:00+00:00,30557.1015625,30557.1015625,30557.1015625,30557.1015625,9784320,0.0,0.0
2023-07-11 01:57:00+00:00,30580.138671875,30580.138671875,30580.138671875,30580.138671875,6467584,0.0,0.0
2023-07-11 01:58:00+00:00,30578.2890625,30578.2890625,30578.2890625,30578.2890625,14547968,0.0,0.0
2023-07-11 02:00:00+00:00,30587.337890625,30587.337890625,30587.337890625,30587.337890625,7656448,0.0,0.0
2023-07-11 02:01:00+00:00,30596.8515625,30596.8515625,30596.8515625,30596.8515625,13464576,0.0,0.0
2023-07-11 02:03:00+00:00,30568.224609375,30568.224609375,30568.224609375,30568.224609375,0,0.0,0.0
2023-07-11 02:04:00+00:00,30560.923828125,30560.923828125,30560.923828125,30560.923828125,0,0.0,0.0
2023-07-11 02:06:00+00:00,30553.205078125,30553.205078125,30553.205078125,30553.205078125,6016000,0.0,0.0
2023-07-11 02:07:00+00:00,30546.263671875,30546.263671875,30546.263671875,30546.263671875,8376320,0.0,0.0
2023-07-11 02:09:00+00:00,30539.173828125,30539.173828125,30539.173828125,30539.173828125,0,0.0,0.0
2023-07-11 02:10:00+00:00,30541.73828125,30541.73828125,30541.73828125,30541.73828125,4304896,0.0,0.0
2023-07-11 02:12:00+00:00,30542.484375,30542.484375,30542.484375,30542.484375,858112,0.0,0.0
2023-07-11 02:13:00+00:00,30542.734375,30542.734375,30542.734375,30542.734375,0,0.0,0.0
2023-07-11 02:15:00+00:00,30541.498046875,30541.498046875,30541.498046875,30541.498046875,0,0.0,0.0
2023-07-11 02:16:00+00:00,30539.28515625,30539.28515625,30539.28515625,30539.28515625,0,0.0,0.0
2023-07-11 02:18:00+00:00,30528.599609375,30528.599609375,30528.599609375,30528.599609375,1828864,0.0,0.0
2023-07-11 02:19:00+00:00,30524.734375,30524.734375,30524.734375,30524.734375,2526208,0.0,0.0
2023-07-11 02:20:00+00:00,30527.134765625,30527.134765625,30527.134765625,30527.134765625,0,0.0,0.0
2023-07-11 02:21:00+00:00,30532.326171875,30532.326171875,30532.326171875,30532.326171875,958464,0.0,0.0
2023-07-11 02:22:00+00:00,30531.845703125,30531.845703125,30531.845703125,30531.845703125,2044928,0.0,0.0
2023-07-11 02:24:00+00:00,30530.53515625,30530.53515625,30530.53515625,30530.53515625,0,0.0,0.0
2023-07-11 02:25:00+00:00,30530.986328125,30530.986328125,30530.986328125,30530.986328125,0,0.0,0.0
2023-07-11 02:27:00+00:00,30523.14453125,30523.14453125,30523.14453125,30523.14453125,29696,0.0,0.0
2023-07-11 02:28:00+00:00,30526.41015625,30526.41015625,30526.41015625,30526.41015625,0,0.0,0.0
2023-07-11 02:30:00+00:00,30505.4765625,30505.4765625,30505.4765625,30505.4765625,6808576,0.0,0.0
2023-07-11 02:31:00+00:00,30506.7109375,30506.7109375,30506.7109375,30506.7109375,0,0.0,0.0
2023-07-11 02:32:00+00:00,30506.947265625,30506.947265625,30506.947265625,30506.947265625,0,0.0,0.0
2023-07-11 02:34:00+00:00,30506.384765625,30506.384765625,30506.384765625,30506.384765625,16481280,0.0,0.0
2023-07-11 02:35:00+00:00,30502.98046875,30502.98046875,30502.98046875,30502.98046875,6389760,0.0,0.0
2023-07-11 02:36:00+00:00,30517.912109375,30517.912109375,30517.912109375,30517.912109375,0,0.0,0.0
2023-07-11 02:37:00+00:00,30529.708984375,30529.708984375,30529.708984375,30529.708984375,12229632,0.0,0.0
2023-07-11 02:39:00+00:00,30528.91796875,30528.91796875,30528.91796875,30528.91796875,2123776,0.0,0.0
2023-07-11 02:40:00+00:00,30528.9296875,30528.9296875,30528.9296875,30528.9296875,6618112,0.0,0.0
2023-07-11 02:41:00+00:00,30525.369140625,30525.369140625,30525.369140625,30525.369140625,445440,0.0,0.0
2023-07-11 02:42:00+00:00,30518.33203125,30518.33203125,30518.33203125,30518.33203125,2317312,0.0,0.0
2023-07-11 02:43:00+00:00,30518.498046875,30518.498046875,30518.498046875,30518.498046875,0,0.0,0.0
2023-07-11 02:45:00+00:00,30498.54296875,30498.54296875,30498.54296875,30498.54296875,4622336,0.0,0.0
2023-07-11 02:46:00+00:00,30501.77734375,30501.77734375,30501.77734375,30501.77734375,5060608,0.0,0.0
2023-07-11 02:48:00+00:00,30503.0390625,30503.0390625,30503.0390625,30503.0390625,0,0.0,0.0
2023-07-11 02:49:00+00:00,30504.869140625,30504.869140625,30504.869140625,30504.869140625,0,0.0,0.0
2023-07-11 02:51:00+00:00,30497.888671875,30497.888671875,30497.888671875,30497.888671875,0,0.0,0.0
2023-07-11 02:52:00+00:00,30501.09765625,30501.09765625,30501.09765625,30501.09765625,0,0.0,0.0
2023-07-11 02:54:00+00:00,30485.4453125,30485.4453125,30485.4453125,30485.4453125,0,0.0,0.0
2023-07-11 02:55:00+00:00,30482.404296875,30482.404296875,30482.404296875,30482.404296875,2885632,0.0,0.0
2023-07-11 02:56:00+00:00,30487.578125,30487.578125,30487.578125,30487.578125,0,0.0,0.0
2023-07-11 02:58:00+00:00,30476.51171875,30476.51171875,30476.51171875,30476.51171875,0,0.0,0.0
2023-07-11 03:00:00+00:00,30481.876953125,30481.876953125,30481.876953125,30481.876953125,0,0.0,0.0
2023-07-11 03:01:00+00:00,30487.07421875,30487.07421875,30487.07421875,30487.07421875,0,0.0,0.0
2023-07-11 03:03:00+00:00,30483.40625,30483.40625,30483.40625,30483.40625,1875968,0.0,0.0
2023-07-11 03:04:00+00:00,30476.466796875,30476.466796875,30476.466796875,30476.466796875,0,0.0,0.0
2023-07-11 03:06:00+00:00,30475.646484375,30475.646484375,30475.646484375,30475.646484375,0,0.0,0.0
2023-07-11 03:07:00+00:00,30476.642578125,30476.642578125,30476.642578125,30476.642578125,0,0.0,0.0
2023-07-11 03:09:00+00:00,30473.744140625,30473.744140625,30473.744140625,30473.744140625,0,0.0,0.0
2023-07-11 03:10:00+00:00,30471.478515625,30471.478515625,30471.478515625,30471.478515625,3963904,0.0,0.0
2023-07-11 03:12:00+00:00,30470.84375,30470.84375,30470.84375,30470.84375,0,0.0,0.0
2023-07-11 03:13:00+00:00,30467.4453125,30467.4453125,30467.4453125,30467.4453125,0,0.0,0.0
2023-07-11 03:15:00+00:00,30470.388671875,30470.388671875,30470.388671875,30470.388671875,0,0.0,0.0
2023-07-11 03:16:00+00:00,30471.30859375,30471.30859375,30471.30859375,30471.30859375,0,0.0,0.0
2023-07-11 03:18:00+00:00,30463.65234375,30463.65234375,30463.65234375,30463.65234375,382976,0.0,0.0
2023-07-11 03:19:00+00:00,30460.5390625,30460.5390625,30460.5390625,30460.5390625,2088960,0.0,0.0
2023-07-11 03:20:00+00:00,30458.06640625,30458.06640625,30458.06640625,30458.06640625,0,0.0,0.0
2023-07-11 03:22:00+00:00,30460.58203125,30460.58203125,30460.58203125,30460.58203125,0,0.0,0.0
2023-07-11 03:24:00+00:00,30461.357421875,30461.357421875,30461.357421875,30461.357421875,1898496,0.0,0.0
2023-07-11 03:25:00+00:00,30452.56640625,30452.56640625,30452.56640625,30452.56640625,7131136,0.0,0.0
2023-07-11 03:27:00+00:00,30439.55078125,30439.55078125,30439.55078125,30439.55078125,1588224,0.0,0.0
2023-07-11 03:28:00+00:00,30412.86328125,30412.86328125,30412.86328125,30412.86328125,1430528,0.0,0.0
2023-07-11 03:30:00+00:00,30425.732421875,30425.732421875,30425.732421875,30425.732421875,9807872,0.0,0.0
2023-07-11 03:31:00+00:00,30429.306640625,30429.306640625,30429.306640625,30429.306640625,23681024,0.0,0.0
2023-07-11 03:32:00+00:00,30448.767578125,30448.767578125,30448.767578125,30448.767578125,1092608,0.0,0.0
2023-07-11 03:33:00+00:00,30433.54296875,30433.54296875,30433.54296875,30433.54296875,2971648,0.0,0.0
2023-07-11 03:34:00+00:00,30436.896484375,30436.896484375,30436.896484375,30436.896484375,9117696,0.0,0.0
2023-07-11 03:35:00+00:00,30449.943359375,30449.943359375,30449.943359375,30449.943359375,868352,0.0,0.0
2023-07-11 03:36:00+00:00,30455.548828125,30455.548828125,30455.548828125,30455.548828125,2973696,0.0,0.0
2023-07-11 03:37:00+00:00,30451.826171875,30451.826171875,30451.826171875,30451.826171875,5880832,0.0,0.0
2023-07-11 03:39:00+00:00,30455.056640625,30455.056640625,30455.056640625,30455.056640625,283648,0.0,0.0
2023-07-11 03:40:00+00:00,30456.298828125,30456.298828125,30456.298828125,30456.298828125,5212160,0.0,0.0
2023-07-11 03:42:00+00:00,30449.798828125,30449.798828125,30449.798828125,30449.798828125,0,0.0,0.0
2023-07-11 03:43:00+00:00,30455.892578125,30455.892578125,30455.892578125,30455.892578125,0,0.0,0.0
2023-07-11 03:44:00+00:00,30458.822265625,30458.822265625,30458.822265625,30458.822265625,882688,0.0,0.0
2023-07-11 03:46:00+00:00,30462.263671875,30462.263671875,30462.263671875,30462.263671875,3010560,0.0,0.0
2023-07-11 03:48:00+00:00,30455.435546875,30455.435546875,30455.435546875,30455.435546875,375808,0.0,0.0
2023-07-11 03:49:00+00:00,30452.68359375,30452.68359375,30452.68359375,30452.68359375,7387136,0.0,0.0
2023-07-11 03:50:00+00:00,30452.455078125,30452.455078125,30452.455078125,30452.455078125,0,0.0,0.0
2023-07-11 03:52:00+00:00,30458.908203125,30458.908203125,30458.908203125,30458.908203125,2347008,0.0,0.0
2023-07-11 03:54:00+00:00,30464.3203125,30464.3203125,30464.3203125,30464.3203125,0,0.0,0.0
2023-07-11 03:55:00+00:00,30454.580078125,30454.580078125,30454.580078125,30454.580078125,10798080,0.0,0.0
2023-07-11 03:56:00+00:00,30457.82421875,30457.82421875,30457.82421875,30457.82421875,0,0.0,0.0
2023-07-11 03:57:00+00:00,30470.78125,30470.78125,30470.78125,30470.78125,1468416,0.0,0.0
2023-07-11 03:58:00+00:00,30478.251953125,30478.251953125,30478.251953125,30478.251953125,4475904,0.0,0.0
2023-07-11 03:59:00+00:00,30483.400390625,30483.400390625,30483.400390625,30483.400390625,242688,0.0,0.0
2023-07-11 04:00:00+00:00,30479.95703125,30479.95703125,30479.95703125,30479.95703125,1223680,0.0,0.0
2023-07-11 04:01:00+00:00,30483.90234375,30483.90234375,30483.90234375,30483.90234375,0,0.0,0.0
2023-07-11 04:02:00+00:00,30484.5546875,30484.5546875,30484.5546875,30484.5546875,0,0.0,0.0
2023-07-11 04:04:00+00:00,30491.8984375,30491.8984375,30491.8984375,30491.8984375,0,0.0,0.0
2023-07-11 04:06:00+00:00,30493.244140625,30493.244140625,30493.244140625,30493.244140625,1719296,0.0,0.0
2023-07-11 04:07:00+00:00,30497.421875,30497.421875,30497.421875,30497.421875,684032,0.0,0.0
2023-07-11 04:08:00+00:00,30493.408203125,30493.408203125,30493.408203125,30493.408203125,0,0.0,0.0
2023-07-11 04:09:00+00:00,30493.396484375,30493.396484375,30493.396484375,30493.396484375,123904,0.0,0.0
2023-07-11 04:10:00+00:00,30491.17578125,30491.17578125,30491.17578125,30491.17578125,7227392,0.0,0.0
2023-07-11 04:11:00+00:00,30492.767578125,30492.767578125,30492.767578125,30492.767578125,0,0.0,0.0
2023-07-11 04:12:00+00:00,30493.0390625,30493.0390625,30493.0390625,30493.0390625,0,0.0,0.0
2023-07-11 04:13:00+00:00,30492.46875,30492.46875,30492.46875,30492.46875,529408,0.0,0.0
2023-07-11 04:15:00+00:00,30489.123046875,30489.123046875,30489.123046875,30489.123046875,21504,0.0,0.0
2023-07-11 04:16:00+00:00,30494.189453125,30494.189453125,30494.189453125,30494.189453125,0,0.0,0.0
2023-07-11 04:18:00+00:00,30492.48828125,30492.48828125,30492.48828125,30492.48828125,0,0.0,0.0
2023-07-11 04:19:00+00:00,30493.115234375,30493.115234375,30493.115234375,30493.115234375,101376,0.0,0.0
2023-07-11 04:21:00+00:00,30486.427734375,30486.427734375,30486.427734375,30486.427734375,1171456,0.0,0.0
2023-07-11 04:22:00+00:00,30485.765625,30485.765625,30485.765625,30485.765625,2471936,0.0,0.0
2023-07-11 04:23:00+00:00,30478.17578125,30478.17578125,30478.17578125,30478.17578125,604160,0.0,0.0
2023-07-11 04:24:00+00:00,30481.326171875,30481.326171875,30481.326171875,30481.326171875,0,0.0,0.0
2023-07-11 04:25:00+00:00,30486.501953125,30486.501953125,30486.501953125,30486.501953125,0,0.0,0.0
2023-07-11 04:27:00+00:00,30483.556640625,30483.556640625,30483.556640625,30483.556640625,0,0.0,0.0
2023-07-11 04:28:00+00:00,30481.607421875,30481.607421875,30481.607421875,30481.607421875,0,0.0,0.0
2023-07-11 04:30:00+00:00,30480.890625,30480.890625,30480.890625,30480.890625,2153472,0.0,0.0
2023-07-11 04:31:00+00:00,30478.80859375,30478.80859375,30478.80859375,30478.80859375,18432,0.0,0.0
2023-07-11 04:33:00+00:00,30476.16796875,30476.16796875,30476.16796875,30476.16796875,3153920,0.0,0.0
2023-07-11 04:34:00+00:00,30477.96875,30477.96875,30477.96875,30477.96875,5818368,0.0,0.0
2023-07-11 04:35:00+00:00,30480.2890625,30480.2890625,30480.2890625,30480.2890625,0,0.0,0.0
2023-07-11 04:36:00+00:00,30477.828125,30477.828125,30477.828125,30477.828125,0,0.0,0.0
2023-07-11 04:37:00+00:00,30475.298828125,30475.298828125,30475.298828125,30475.298828125,0,0.0,0.0
2023-07-11 04:38:00+00:00,30475.205078125,30475.205078125,30475.205078125,30475.205078125,0,0.0,0.0
2023-07-11 04:39:00+00:00,30477.07421875,30477.07421875,30477.07421875,30477.07421875,0,0.0,0.0
2023-07-11 04:40:00+00:00,30474.6171875,30474.6171875,30474.6171875,30474.6171875,0,0.0,0.0
2023-07-11 04:42:00+00:00,30462.091796875,30462.091796875,30462.091796875,30462.091796875,1418240,0.0,0.0
2023-07-11 04:43:00+00:00,30454.982421875,30454.982421875,30454.982421875,30454.982421875,0,0.0,0.0
2023-07-11 04:44:00+00:00,30452.927734375,30452.927734375,30452.927734375,30452.927734375,0,0.0,0.0
2023-07-11 04:45:00+00:00,30454.056640625,30454.056640625,30454.056640625,30454.056640625,239616,0.0,0.0
2023-07-11 04:46:00+00:00,30457.181640625,30457.181640625,30457.181640625,30457.181640625,3683328,0.0,0.0
2023-07-11 04:47:00+00:00,30459.962890625,30459.962890625,30459.962890625,30459.962890625,0,0.0,0.0
2023-07-11 04:48:00+00:00,30455.255859375,30455.255859375,30455.255859375,30455.255859375,0,0.0,0.0
2023-07-11 04:49:00+00:00,30461.203125,30461.203125,30461.203125,30461.203125,0,0.0,0.0
2023-07-11 04:50:00+00:00,30465.640625,30465.640625,30465.640625,30465.640625,0,0.0,0.0
2023-07-11 04:52:00+00:00,30461.29296875,30461.29296875,30461.29296875,30461.29296875,3544064,0.0,0.0
2023-07-11 04:53:00+00:00,30463.05078125,30463.05078125,30463.05078125,30463.05078125,2199552,0.0,0.0
2023-07-11 04:54:00+00:00,30456.564453125,30456.564453125,30456.564453125,30456.564453125,3082240,0.0,0.0
2023-07-11 04:55:00+00:00,30458.994140625,30458.994140625,30458.994140625,30458.994140625,16209920,0.0,0.0
2023-07-11 04:57:00+00:00,30452.380859375,30452.380859375,30452.380859375,30452.380859375,2220032,0.0,0.0
2023-07-11 04:58:00+00:00,30448.736328125,30448.736328125,30448.736328125,30448.736328125,5610496,0.0,0.0
2023-07-11 05:00:00+00:00,30449.646484375,30449.646484375,30449.646484375,30449.646484375,0,0.0,0.0
2023-07-11 05:01:00+00:00,30451.169921875,30451.169921875,30451.169921875,30451.169921875,0,0.0,0.0
2023-07-11 05:03:00+00:00,30445.373046875,30445.373046875,30445.373046875,30445.373046875,0,0.0,0.0
2023-07-11 05:04:00+00:00,30444.435546875,30444.435546875,30444.435546875,30444.435546875,0,0.0,0.0
2023-07-11 05:06:00+00:00,30445.41015625,30445.41015625,30445.41015625,30445.41015625,1740800,0.0,0.0
2023-07-11 05:07:00+00:00,30445.912109375,30445.912109375,30445.912109375,30445.912109375,0,0.0,0.0
2023-07-11 05:08:00+00:00,30446.564453125,30446.564453125,30446.564453125,30446.564453125,1735680,0.0,0.0
2023-07-11 05:09:00+00:00,30448.73828125,30448.73828125,30448.73828125,30448.73828125,706560,0.0,0.0
2023-07-11 05:10:00+00:00,30449.693359375,30449.693359375,30449.693359375,30449.693359375,4268032,0.0,0.0
2023-07-11 05:12:00+00:00,30452.126953125,30452.126953125,30452.126953125,30452.126953125,206848,0.0,0.0
2023-07-11 05:13:00+00:00,30446.73046875,30446.73046875,30446.73046875,30446.73046875,8764416,0.0,0.0
2023-07-11 05:15:00+00:00,30444.326171875,30444.326171875,30444.326171875,30444.326171875,1185792,0.0,0.0
2023-07-11 05:16:00+00:00,30441.505859375,30441.505859375,30441.505859375,30441.505859375,0,0.0,0.0
2023-07-11 05:18:00+00:00,30442.65234375,30442.65234375,30442.65234375,30442.65234375,1818624,0.0,0.0
2023-07-11 05:19:00+00:00,30441.97265625,30441.97265625,30441.97265625,30441.97265625,12550144,0.0,0.0
2023-07-11 05:20:00+00:00,30446.072265625,30446.072265625,30446.072265625,30446.072265625,917504,0.0,0.0
2023-07-11 05:22:00+00:00,30449.291015625,30449.291015625,30449.291015625,30449.291015625,1405952,0.0,0.0
2023-07-11 05:23:00+00:00,30450.876953125,30450.876953125,30450.876953125,30450.876953125,0,0.0,0.0
2023-07-11 05:24:00+00:00,30453.3046875,30453.3046875,30453.3046875,30453.3046875,599040,0.0,0.0
2023-07-11 05:25:00+00:00,30451.615234375,30451.615234375,30451.615234375,30451.615234375,4150272,0.0,0.0
2023-07-11 05:26:00+00:00,30453.048828125,30453.048828125,30453.048828125,30453.048828125,0,0.0,0.0
2023-07-11 05:28:00+00:00,30453.796875,30453.796875,30453.796875,30453.796875,0,0.0,0.0
2023-07-11 05:30:00+00:00,30459.16015625,30459.16015625,30459.16015625,30459.16015625,1560576,0.0,0.0
2023-07-11 05:31:00+00:00,30460.67578125,30460.67578125,30460.67578125,30460.67578125,12241920,0.0,0.0
2023-07-11 05:33:00+00:00,30457.775390625,30457.775390625,30457.775390625,30457.775390625,0,0.0,0.0
